記事番号,タイトル,URL,サマリー
0,公金受取口座の登録ミス、デジタル庁が対象者に“修正願い”郵送,https://www.itmedia.co.jp/news/articles/2306/30/news205.html
1,東工大、メールに個人情報1万件を添付して誤送信,https://www.itmedia.co.jp/news/articles/2306/30/news203.html
2,Skeb、“AIイラスト検出AI回避法”の解説記事について情報開示請求 損害賠償請求へ,https://www.itmedia.co.jp/news/articles/2306/30/news202.html
3,伊藤穰一氏、千葉工業大学の学長に,https://www.itmedia.co.jp/news/articles/2306/30/news178.html
4,テレ東、AI Vtuber参入 ChatGPTで性格設定、NFTも活用,https://www.itmedia.co.jp/news/articles/2306/30/news173.html
5,グランデータに業務改善勧告 通知が不十分、委託先が紛らわしいサイトで勧誘,https://www.itmedia.co.jp/news/articles/2306/30/news172.html
6,社労士向けクラウド「社労夢」障害、発生からまもなく1カ月 6月料金請求なしで売上高予想32億円→未定に,https://www.itmedia.co.jp/news/articles/2306/30/news164.html
